parola,amore,aspettativa,attivazione,disgusto,dominanza,fiducia,gioia,neutrale,paura,rabbia,sorpresa,tristezza,valenza
discorso,0.15,0.21,6.0,0.0,6.17,0.12,0.17,0.0,0.17,0.04,0.17,0.12,5.5
discoteca,0.25,0.33,6.0,0.21,5.0,0.21,0.29,0.0,0.33,0.04,0.17,0.17,5.17
discreto,0.25,0.21,5.0,0.25,4.5,0.29,0.21,0.0,0.17,0.21,0.17,0.33,4.83
discussione,0.14,0.29,5.0,0.0,5.33,0.25,0.04,0.0,0.29,0.38,0.21,0.17,4.33
discusso,0.08,0.21,5.5,0.29,5.0,0.08,0.08,0.0,0.29,0.42,0.12,0.42,3.33
discutere,0.11,0.12,7.0,0.21,3.17,0.04,0.17,0.0,0.33,0.46,0.0,0.42,2.5
disdicevole,0.06,0.12,5.67,0.67,5.0,0.12,0.0,0.0,0.12,0.38,0.29,0.33,4.67
disegnare,0.48,0.33,4.17,0.0,6.0,0.29,0.67,0.0,0.0,0.04,0.17,0.08,6.83
disegno,0.5,0.42,5.5,0.29,6.0,0.42,0.58,0.0,0.21,0.29,0.33,0.54,7.0
diseguaglianza,0.04,0.21,5.67,0.71,3.5,0.08,0.0,0.0,0.79,0.83,0.21,0.88,2.83
diseguale,0.04,0.17,6.67,0.58,4.33,0.08,0.0,0.0,0.29,0.71,0.0,0.58,2.5
disertore,0.0,0.21,5.83,0.42,4.33,0.0,0.0,0.0,0.58,0.75,0.29,0.62,3.17
disfacimento,0.0,0.0,5.5,0.42,3.33,0.0,0.0,0.0,0.75,0.83,0.08,0.75,1.83
disgrazia,0.02,0.17,6.67,0.42,2.33,0.04,0.0,0.0,0.83,0.67,0.38,0.96,2.5
disgustare,0.08,0.04,4.83,1.0,4.33,0.12,0.04,0.0,0.21,0.29,0.12,0.17,3.67
disgusto,0.02,0.04,5.0,0.88,4.0,0.0,0.04,0.0,0.25,0.17,0.17,0.29,3.0
disgustoso,0.04,0.17,5.0,1.0,4.83,0.08,0.0,0.0,0.08,0.08,0.04,0.17,3.0
disinteressare,0.02,0.04,5.83,0.25,4.5,0.04,0.0,0.0,0.33,0.42,0.04,0.54,3.17
disinteresse,0.02,0.21,5.17,0.46,4.0,0.04,0.0,0.0,0.29,0.33,0.12,0.67,3.33
dislessia,0.06,0.21,5.0,0.0,3.33,0.04,0.08,0.0,0.21,0.58,0.21,0.67,5.17
dislocazione,0.02,0.17,5.0,0.29,4.0,0.04,0.0,0.0,0.67,0.58,0.42,0.38,3.33
disoccupazione,0.02,0.25,7.5,0.54,3.17,0.04,0.0,0.0,0.96,0.79,0.04,0.96,1.83
disonestà,0.11,0.21,5.5,0.71,5.83,0.17,0.04,0.0,0.46,0.83,0.38,0.58,2.33
disordinata,0.19,0.5,6.17,0.58,4.67,0.17,0.21,0.0,0.21,0.46,0.29,0.17,3.67
disordinato,0.19,0.04,5.33,0.17,4.17,0.17,0.21,0.0,0.29,0.38,0.29,0.29,3.5
disordine,0.0,0.04,4.17,0.29,4.17,0.0,0.0,0.0,0.0,0.38,0.0,0.25,3.0
disorientare,0.0,0.04,5.33,0.17,5.0,0.0,0.0,0.0,0.33,0.29,0.17,0.42,4.0
dispaccio,0.04,0.29,5.0,0.0,5.0,0.04,0.04,0.0,0.17,0.04,0.29,0.04,5.0
disparità,0.04,0.12,7.0,0.67,3.33,0.04,0.04,0.0,0.75,0.96,0.21,0.92,2.33
dispensa,0.33,0.58,4.83,0.04,5.17,0.29,0.38,0.0,0.0,0.08,0.29,0.17,5.67
disperare,0.09,0.08,6.67,0.04,4.17,0.0,0.17,0.0,0.62,0.33,0.0,0.96,2.83
disperarsi,0.0,0.0,7.67,0.33,4.67,0.0,0.0,0.0,0.83,0.75,0.21,0.96,1.5
disperata,0.02,0.42,7.83,0.29,3.83,0.04,0.0,0.0,0.79,0.71,0.08,0.92,2.33
disperato,0.0,0.42,6.0,0.33,4.17,0.0,0.0,0.0,0.92,0.58,0.17,0.96,2.17
disperazione,0.02,0.42,7.33,0.46,1.17,0.04,0.0,0.0,0.96,0.83,0.33,1.0,1.5
disperdere,0.08,0.04,5.67,0.29,3.5,0.08,0.08,0.0,0.71,0.54,0.25,0.75,3.33
dispetto,0.06,0.08,6.83,0.38,4.5,0.12,0.0,0.0,0.21,0.92,0.58,0.29,2.67
dispiacere,0.09,0.12,5.5,0.42,2.83,0.17,0.0,0.0,0.71,0.58,0.12,0.96,1.83
dispiaceri,0.14,0.33,6.33,0.38,2.83,0.29,0.0,0.0,0.46,0.79,0.25,0.88,2.5
dispiaciuto,0.02,0.08,3.5,0.04,5.5,0.04,0.0,0.0,0.04,0.21,0.04,0.79,3.17
disponibile,0.73,0.75,4.17,0.04,4.67,0.79,0.67,0.0,0.04,0.04,0.29,0.08,7.0
disponibilità,0.44,0.38,4.0,0.0,6.17,0.5,0.38,0.0,0.0,0.0,0.17,0.0,6.83
disporre,0.42,0.54,5.5,0.12,5.5,0.42,0.42,0.0,0.17,0.04,0.17,0.04,5.33
dispositivo,0.25,0.58,3.0,0.0,5.0,0.33,0.17,0.0,0.04,0.0,0.21,0.08,5.67
disposizione,0.27,0.5,4.5,0.17,4.83,0.33,0.21,0.0,0.33,0.08,0.46,0.17,5.5
disprezzare,0.0,0.04,4.83,0.54,5.5,0.0,0.0,0.0,0.04,0.54,0.04,0.17,3.0
disprezzo,0.02,0.08,6.83,0.83,4.33,0.0,0.04,0.0,0.46,0.71,0.17,0.71,1.83
dissacralità,0.02,0.04,5.83,0.62,6.17,0.04,0.0,0.0,0.46,0.58,0.17,0.5,4.0
disseminare,0.44,0.67,5.0,0.04,6.33,0.5,0.38,0.0,0.17,0.08,0.29,0.08,6.33
dissennato,0.08,0.04,6.67,0.25,4.17,0.04,0.12,0.0,0.42,0.42,0.29,0.12,4.5
dissenziente,0.06,0.42,5.5,0.33,5.17,0.08,0.04,0.0,0.42,0.46,0.17,0.54,3.67
dissociazione,0.02,0.25,6.0,0.38,2.67,0.04,0.0,0.0,0.75,0.42,0.04,0.92,2.0
distaccare,0.04,0.08,6.0,0.21,4.33,0.04,0.04,0.0,0.38,0.33,0.08,0.33,2.83
distacco,0.02,0.12,5.17,0.08,3.5,0.04,0.0,0.0,0.5,0.29,0.0,0.71,2.33
distante,0.06,0.17,5.0,0.0,4.83,0.12,0.0,0.0,0.08,0.04,0.04,0.79,4.0
distanza,0.29,0.33,4.33,0.0,4.0,0.58,0.0,0.0,0.42,0.17,0.04,0.58,3.5
distendere,0.35,0.08,4.33,0.0,5.83,0.29,0.42,0.0,0.04,0.04,0.0,0.04,5.67
disteso,0.25,0.08,5.33,0.0,5.5,0.04,0.46,0.0,0.12,0.12,0.04,0.17,5.0
distinguere,0.04,0.21,4.5,0.0,4.83,0.04,0.04,0.0,0.0,0.0,0.04,0.04,5.17
distinto,0.52,0.42,2.0,0.0,5.0,0.62,0.42,0.0,0.0,0.0,0.12,0.0,7.0
distinzione,0.18,0.54,4.83,0.33,4.67,0.25,0.12,0.0,0.17,0.12,0.08,0.12,5.17
distrarre,0.08,0.12,5.17,0.17,5.33,0.12,0.04,0.0,0.08,0.08,0.12,0.17,5.0
distratto,0.02,0.12,4.33,0.12,4.67,0.0,0.04,0.0,0.12,0.67,0.0,0.46,3.33
distretto,0.0,0.04,3.67,0.17,4.83,0.0,0.0,0.0,0.21,0.04,0.0,0.12,4.83
distribuire,0.44,0.29,5.67,0.0,6.5,0.54,0.33,0.0,0.0,0.0,0.04,0.04,6.5
distributore,0.09,0.17,5.33,0.0,5.17,0.17,0.0,0.0,0.0,0.04,0.17,0.0,5.17
distribuzione,0.09,0.21,5.83,0.0,5.5,0.17,0.0,0.0,0.0,0.0,0.04,0.0,5.5
distruggere,0.02,0.12,7.33,0.33,4.67,0.04,0.0,0.0,0.21,0.79,0.21,0.46,3.0
distruzione,0.0,0.04,5.5,0.29,3.33,0.0,0.0,0.0,0.79,0.83,0.33,0.79,2.17
disturbare,0.06,0.08,5.83,0.29,5.67,0.12,0.0,0.0,0.25,0.42,0.71,0.42,4.0
disturbo,0.06,0.12,6.0,0.58,3.17,0.12,0.0,0.0,0.58,0.62,0.12,0.71,2.67
dita_incrociate,0.62,0.96,6.83,0.04,5.17,0.83,0.42,0.0,0.58,0.04,0.38,0.12,6.33
dito,0.04,0.04,4.17,0.04,4.67,0.04,0.04,0.0,0.04,0.04,0.04,0.04,5.33
ditta,0.19,0.29,5.0,0.04,4.67,0.21,0.17,0.0,0.0,0.25,0.12,0.17,5.17
dittatoriale,0.0,0.0,6.83,0.71,2.17,0.0,0.0,0.0,0.83,0.83,0.0,0.5,1.83
dittatura,0.02,0.17,8.17,0.83,3.0,0.04,0.0,0.0,0.83,0.92,0.12,0.75,1.67
divano,0.5,0.25,2.33,0.0,5.67,0.42,0.58,0.0,0.0,0.0,0.17,0.08,7.17
divenire,0.25,0.58,5.83,0.0,5.67,0.29,0.21,0.0,0.21,0.0,0.58,0.21,6.0
diventare,0.35,0.67,5.5,0.0,5.83,0.29,0.42,0.0,0.33,0.0,0.21,0.04,6.17
diversamente,0.12,0.54,5.0,0.25,4.33,0.17,0.08,0.0,0.17,0.17,0.5,0.17,4.83
diversità,0.5,0.54,5.5,0.04,5.17,0.42,0.58,0.0,0.04,0.04,0.67,0.04,7.17
diverso,0.17,0.42,4.83,0.62,6.17,0.25,0.08,0.0,0.71,0.42,0.54,0.42,5.0
divertente,0.52,0.42,6.0,0.0,7.33,0.08,0.96,0.0,0.12,0.04,0.33,0.0,7.83
divertimento,0.5,0.58,6.5,0.0,6.17,0.17,0.83,0.0,0.0,0.0,0.75,0.04,8.0
divertire,0.67,0.67,5.17,0.04,5.67,0.42,0.92,0.0,0.12,0.04,0.67,0.12,8.17
divertito,0.43,0.42,5.67,0.0,6.0,0.08,0.79,0.0,0.0,0.0,0.58,0.0,7.33
dividere,0.21,0.54,6.0,0.54,5.0,0.17,0.25,0.0,0.46,0.42,0.25,0.58,5.0
divieto,0.09,0.21,5.33,0.17,4.67,0.17,0.0,0.0,0.29,0.21,0.12,0.17,4.33
divinità,0.69,0.46,5.0,0.12,4.0,0.79,0.58,0.0,0.33,0.17,0.17,0.17,6.67
divino,0.38,0.33,5.5,0.04,5.0,0.42,0.33,0.0,0.0,0.04,0.42,0.0,6.17
divisa,0.34,0.29,5.33,0.04,3.67,0.5,0.17,0.0,0.17,0.17,0.04,0.21,4.67
divisione,0.0,0.12,5.67,0.38,4.17,0.0,0.0,0.0,0.38,0.38,0.21,0.42,2.5
divorare,0.17,0.0,5.67,0.17,5.67,0.0,0.33,0.0,0.29,0.42,0.04,0.17,4.83
divorzio,0.12,0.25,6.5,0.33,4.5,0.21,0.04,0.0,0.79,0.92,0.54,0.83,2.33
divulgare,0.62,0.83,5.5,0.0,5.83,0.58,0.67,0.0,0.12,0.12,0.29,0.04,5.5
dizionario,0.15,0.17,1.67,0.0,7.17,0.17,0.12,0.0,0.0,0.0,0.08,0.04,4.83
dna,0.19,0.17,3.67,0.0,5.5,0.21,0.17,0.0,0.0,0.04,0.21,0.04,5.5
doccia,0.71,0.46,4.0,0.08,5.33,0.5,0.92,0.0,0.17,0.17,0.5,0.17,7.17
docente,0.33,0.42,4.17,0.17,5.0,0.58,0.08,0.0,0.17,0.25,0.25,0.17,4.67
documentare,0.15,0.25,4.17,0.0,5.0,0.17,0.12,0.0,0.0,0.0,0.04,0.0,5.17
documentario,0.38,0.38,5.33,0.21,5.0,0.33,0.42,0.0,0.25,0.21,0.46,0.25,5.67
documentazione,0.11,0.67,4.33,0.04,4.17,0.17,0.04,0.0,0.25,0.17,0.17,0.17,5.0
documento,0.11,0.21,5.5,0.0,4.5,0.17,0.04,0.0,0.08,0.08,0.08,0.12,4.67
dolce,0.48,0.12,2.83,0.17,4.5,0.17,0.79,0.0,0.04,0.0,0.12,0.08,6.67
dolcezza,0.81,0.62,5.83,0.0,7.33,0.67,0.96,0.0,0.04,0.0,0.62,0.17,7.83
dolente,0.04,0.0,5.0,0.25,3.33,0.08,0.0,0.0,0.25,0.5,0.04,0.58,3.67
dolere,0.04,0.04,5.67,0.38,3.67,0.04,0.04,0.0,0.67,0.42,0.17,0.79,3.17
dollaro,0.25,0.08,4.83,0.04,4.83,0.25,0.25,0.0,0.0,0.04,0.04,0.04,5.5
dolorante,0.06,0.21,3.33,0.25,4.5,0.12,0.0,0.0,0.67,0.42,0.17,0.67,3.33
dolore,0.02,0.08,4.33,0.42,3.83,0.04,0.0,0.0,0.79,0.71,0.21,0.83,3.67
doloroso,0.0,0.0,6.33,0.17,3.33,0.0,0.0,0.0,0.54,0.33,0.04,0.83,1.83
domanda,0.38,0.92,6.17,0.08,4.5,0.46,0.29,0.0,0.46,0.08,0.38,0.08,4.5
domandare,0.38,0.83,5.67,0.0,5.5,0.58,0.17,0.0,0.33,0.04,0.42,0.04,5.0
domani,0.17,0.54,6.0,0.0,3.67,0.08,0.25,0.0,0.21,0.04,0.08,0.08,5.5
domenica,0.52,0.71,4.83,0.17,5.5,0.29,0.75,0.0,0.17,0.04,0.21,0.21,6.33
domestico,0.62,0.75,3.83,0.04,6.17,0.83,0.42,0.0,0.08,0.08,0.04,0.21,6.67
dominante,0.48,0.71,5.0,0.42,6.5,0.38,0.58,0.0,0.58,0.46,0.21,0.46,3.83
dominanza,0.02,0.21,5.67,0.0,4.5,0.04,0.0,0.0,0.21,0.21,0.25,0.21,3.67
dominare,0.21,0.25,6.83,0.17,5.17,0.21,0.21,0.0,0.33,0.54,0.17,0.17,4.33
dominio,0.35,0.33,4.5,0.04,4.83,0.33,0.38,0.0,0.58,0.25,0.21,0.38,3.67
donare,0.58,0.33,6.33,0.0,5.83,0.25,0.92,0.0,0.0,0.0,0.46,0.0,7.67
donna,0.42,0.75,3.83,0.0,5.0,0.38,0.46,0.0,0.12,0.33,0.33,0.0,7.17
dono,0.62,0.75,4.5,0.04,4.33,0.42,0.83,0.0,0.12,0.12,0.67,0.12,6.83
doppiaggio,0.31,0.42,3.5,0.04,5.67,0.29,0.33,0.0,0.08,0.08,0.29,0.04,5.5
doppio,0.27,0.33,4.17,0.0,6.5,0.12,0.42,0.0,0.0,0.04,0.21,0.0,5.67
dorato,0.35,0.38,5.5,0.04,5.0,0.25,0.46,0.0,0.0,0.0,0.25,0.04,5.83
dormire,0.41,0.33,3.17,0.0,7.33,0.25,0.58,0.0,0.04,0.0,0.21,0.17,7.0
dorso,0.0,0.0,4.83,0.04,5.17,0.0,0.0,0.0,0.0,0.0,0.04,0.0,5.0
dose,0.17,0.29,4.83,0.25,4.17,0.17,0.17,0.0,0.33,0.21,0.21,0.38,4.83
dotare,0.23,0.17,2.67,0.04,4.67,0.25,0.21,0.0,0.04,0.04,0.12,0.12,6.0
dotato,0.33,0.33,4.33,0.0,5.17,0.25,0.42,0.0,0.0,0.0,0.21,0.0,5.33
dotazione,0.42,0.58,4.5,0.0,5.5,0.67,0.17,0.0,0.0,0.0,0.17,0.0,5.33
dote,0.27,0.42,5.17,0.21,4.67,0.25,0.29,0.0,0.08,0.38,0.17,0.29,4.67
dottore,0.34,0.92,6.5,0.0,3.0,0.67,0.0,0.0,0.62,0.0,0.08,0.17,4.33
dottoressa,0.42,0.42,5.17,0.12,3.67,0.67,0.17,0.0,0.67,0.17,0.17,0.42,4.67
dottrina,0.1,0.33,5.17,0.25,4.33,0.12,0.08,0.0,0.25,0.17,0.04,0.25,4.83
dove,0.17,0.33,2.83,0.04,6.17,0.08,0.25,0.0,0.21,0.0,0.21,0.17,5.5
dovere,0.14,0.21,3.67,0.21,4.67,0.25,0.04,0.0,0.29,0.33,0.08,0.33,2.83
dovuto,0.21,0.38,4.83,0.08,4.17,0.17,0.25,0.0,0.21,0.12,0.17,0.29,4.17
down,0.15,0.17,5.0,0.12,5.33,0.17,0.12,0.0,0.29,0.42,0.25,0.67,4.17
dozzina,0.06,0.04,4.0,0.0,6.17,0.04,0.08,0.0,0.04,0.0,0.04,0.0,5.67
drago,0.14,0.08,7.17,0.12,5.17,0.04,0.25,0.0,0.71,0.25,0.17,0.04,5.67
dramma,0.0,0.17,7.0,0.62,2.83,0.0,0.0,0.0,0.79,0.71,0.25,0.92,1.17
drammatico,0.06,0.04,4.33,0.12,4.33,0.04,0.08,0.0,0.25,0.17,0.29,0.33,4.67
dritto,0.15,0.25,4.33,0.0,5.0,0.12,0.17,0.0,0.0,0.0,0.12,0.0,5.0
droga,0.14,0.21,5.0,0.67,4.5,0.29,0.0,0.0,0.79,0.79,0.5,0.62,2.33
drogare,0.0,0.0,5.33,0.79,4.0,0.0,0.0,0.0,0.79,0.67,0.17,0.54,2.5
droghiere,0.35,0.67,5.17,0.0,5.17,0.5,0.21,0.0,0.12,0.0,0.21,0.04,5.5
drone,0.02,0.17,4.33,0.12,5.17,0.0,0.04,0.0,0.21,0.17,0.21,0.04,4.83
dubbio,0.2,0.58,7.0,0.0,4.17,0.29,0.12,0.0,0.29,0.17,0.17,0.25,5.0
dubbioso,0.02,0.25,5.33,0.0,5.67,0.04,0.0,0.0,0.38,0.0,0.21,0.21,4.5
dubitare,0.06,0.08,7.33,0.04,4.0,0.12,0.0,0.0,0.58,0.29,0.08,0.29,2.33
duello,0.08,0.54,5.33,0.17,5.83,0.08,0.08,0.0,0.79,0.75,0.58,0.12,5.0
duetto,0.79,0.71,5.33,0.0,5.67,0.75,0.83,0.0,0.17,0.0,0.5,0.08,7.0
dunque,0.17,0.25,4.17,0.12,6.0,0.17,0.17,0.0,0.12,0.12,0.12,0.12,5.0
durare,0.58,0.79,4.0,0.08,5.33,0.58,0.58,0.0,0.29,0.08,0.21,0.46,6.0
durata,0.43,0.79,5.33,0.0,4.67,0.58,0.29,0.0,0.38,0.0,0.08,0.25,4.83
durezza,0.02,0.0,5.33,0.0,5.17,0.04,0.0,0.0,0.17,0.46,0.0,0.12,4.83
duro,0.04,0.29,5.67,0.12,4.0,0.08,0.0,0.0,0.46,0.29,0.29,0.17,4.83
e-mail,0.17,0.58,6.33,0.04,4.5,0.08,0.25,0.0,0.21,0.08,0.33,0.08,5.0
ebbene,0.04,0.33,5.33,0.12,5.33,0.04,0.04,0.0,0.12,0.17,0.17,0.08,5.0
ebraico,0.12,0.12,5.33,0.04,5.17,0.12,0.12,0.0,0.04,0.12,0.12,0.12,5.0
ebreo,0.0,0.0,4.83,0.0,4.83,0.0,0.0,0.0,0.0,0.12,0.04,0.17,4.17
ecatombe,0.0,0.12,6.33,0.58,3.0,0.0,0.0,0.0,0.92,0.62,0.42,0.79,2.83
eccellente,0.6,0.58,5.17,0.0,6.0,0.29,0.92,0.0,0.0,0.0,0.21,0.0,7.17
eccellenza,0.81,0.83,5.0,0.04,6.83,0.79,0.83,0.0,0.04,0.12,0.5,0.12,7.83
eccelso,0.53,0.75,5.67,0.0,7.0,0.38,0.67,0.0,0.0,0.0,0.42,0.0,7.33
eccessivo,0.31,0.33,5.5,0.46,5.0,0.29,0.33,0.0,0.33,0.46,0.33,0.42,4.33
eccesso,0.0,0.08,6.17,0.58,3.83,0.0,0.0,0.0,0.67,0.62,0.5,0.25,2.67
eccetera,0.08,0.17,5.17,0.04,5.17,0.04,0.12,0.0,0.12,0.0,0.04,0.0,5.17
eccezionale,0.85,0.83,7.5,0.04,6.17,0.79,0.92,0.0,0.17,0.08,0.83,0.08,8.0
eccezionalità,0.35,0.58,6.33,0.04,6.33,0.33,0.38,0.0,0.04,0.12,0.79,0.04,6.67
eccezione,0.28,0.38,5.5,0.0,5.33,0.17,0.38,0.0,0.12,0.17,0.58,0.12,6.17
eccitare,0.71,0.88,7.33,0.04,7.17,0.67,0.75,0.0,0.21,0.08,0.71,0.04,7.67
eccitato,0.65,0.83,7.83,0.08,5.17,0.38,0.92,0.0,0.0,0.04,0.46,0.12,7.17
eccitazione,0.65,0.58,5.83,0.12,5.67,0.58,0.71,0.0,0.08,0.12,0.42,0.04,6.17
ecco,0.17,0.21,4.5,0.04,4.33,0.17,0.17,0.0,0.04,0.08,0.21,0.04,5.17
eclatante,0.6,0.67,5.67,0.25,4.67,0.62,0.58,0.0,0.17,0.17,0.58,0.21,6.17
eco,0.06,0.0,4.67,0.04,5.5,0.12,0.0,0.0,0.04,0.0,0.04,0.0,4.67
ecologico,0.73,0.62,6.17,0.04,5.67,0.75,0.71,0.0,0.04,0.0,0.04,0.04,7.33
economia,0.12,0.25,5.0,0.0,5.33,0.08,0.17,0.0,0.17,0.08,0.54,0.08,5.67
economico,0.55,0.75,5.5,0.0,6.5,0.42,0.67,0.0,0.0,0.0,0.46,0.08,6.5
economista,0.02,0.21,5.5,0.04,4.67,0.04,0.0,0.0,0.17,0.17,0.0,0.04,4.67
ecosistema,0.67,0.46,6.33,0.12,5.67,0.58,0.75,0.0,0.29,0.33,0.21,0.17,6.83
eden,0.5,0.62,4.83,0.0,4.67,0.54,0.46,0.0,0.0,0.12,0.21,0.12,6.0
edificio,0.18,0.38,2.67,0.08,6.17,0.29,0.08,0.0,0.04,0.04,0.17,0.04,5.17
editore,0.27,0.71,5.17,0.0,5.17,0.46,0.08,0.0,0.08,0.08,0.42,0.04,5.67
editoriale,0.04,0.04,4.83,0.04,5.33,0.04,0.04,0.0,0.04,0.04,0.04,0.04,5.33
edizione,0.23,0.29,4.67,0.04,5.0,0.25,0.21,0.0,0.04,0.12,0.08,0.17,5.5
edotto,0.35,0.67,5.67,0.0,6.33,0.46,0.25,0.0,0.0,0.0,0.04,0.0,6.0
educare,0.72,0.92,6.5,0.04,5.83,0.83,0.62,0.0,0.42,0.25,0.29,0.17,6.67
educativo,0.53,0.67,5.17,0.0,5.67,0.67,0.38,0.0,0.0,0.0,0.21,0.0,6.67
educazione,0.73,0.75,5.5,0.0,6.17,0.75,0.71,0.0,0.0,0.0,0.17,0.0,7.33
effettivamente,0.4,0.38,4.33,0.04,5.17,0.5,0.29,0.0,0.04,0.04,0.25,0.17,5.5
effettivo,0.35,0.67,5.17,0.0,5.67,0.33,0.38,0.0,0.0,0.0,0.0,0.0,6.17
effetto,0.42,0.33,5.5,0.04,6.5,0.33,0.5,0.0,0.29,0.33,0.46,0.33,5.17
effettuare,0.0,0.12,4.33,0.04,4.83,0.0,0.0,0.0,0.0,0.04,0.0,0.0,4.5
efficace,0.5,0.33,5.0,0.0,6.83,0.42,0.58,0.0,0.0,0.0,0.0,0.0,7.0
efficacia,0.71,0.92,5.67,0.12,6.67,0.67,0.75,0.0,0.17,0.17,0.33,0.17,6.83
efficiente,0.65,0.75,5.0,0.0,7.0,0.62,0.67,0.0,0.04,0.0,0.25,0.04,7.0
efficienza,0.33,0.62,6.0,0.04,5.67,0.33,0.33,0.0,0.04,0.04,0.12,0.04,5.67
eguale,0.7,0.79,4.17,0.0,5.0,0.83,0.58,0.0,0.04,0.0,0.58,0.12,6.0
elaborare,0.0,0.17,4.83,0.04,5.0,0.0,0.0,0.0,0.08,0.17,0.04,0.17,4.83
elaborazione,0.58,0.67,4.83,0.17,5.17,0.62,0.54,0.0,0.17,0.17,0.42,0.17,6.17
elastico,0.12,0.08,5.17,0.0,4.83,0.12,0.12,0.0,0.0,0.0,0.12,0.0,5.17
elegante,0.29,0.38,4.83,0.0,5.83,0.25,0.33,0.0,0.0,0.0,0.29,0.0,6.17
eleganza,0.31,0.38,5.33,0.0,6.83,0.29,0.33,0.0,0.0,0.0,0.17,0.04,6.17
eleggere,0.18,0.71,5.0,0.21,4.5,0.29,0.08,0.0,0.08,0.33,0.42,0.21,5.0
elementare,0.25,0.25,5.33,0.0,5.33,0.25,0.25,0.0,0.0,0.0,0.17,0.04,6.5
elemento,0.12,0.12,3.83,0.04,4.5,0.12,0.12,0.0,0.17,0.04,0.04,0.17,4.67
elencare,0.35,0.58,5.0,0.0,5.5,0.29,0.42,0.0,0.25,0.12,0.21,0.12,6.17
elenco,0.06,0.08,5.0,0.08,5.33,0.08,0.04,0.0,0.04,0.08,0.08,0.08,5.0
elettorale,0.23,0.29,4.83,0.17,4.83,0.29,0.17,0.0,0.17,0.46,0.21,0.17,4.83
elettore,0.17,0.21,5.0,0.29,5.67,0.17,0.17,0.0,0.42,0.42,0.17,0.42,5.33
elettrico,0.52,0.67,6.0,0.08,5.0,0.25,0.79,0.0,0.29,0.42,0.67,0.08,6.67
elettrizzare,0.6,0.88,7.67,0.0,6.0,0.25,0.96,0.0,0.25,0.38,0.83,0.04,8.5
elettromagnetico,0.06,0.29,4.33,0.0,4.17,0.0,0.12,0.0,0.25,0.12,0.12,0.0,5.67
elettronico,0.28,0.21,5.83,0.04,4.83,0.38,0.17,0.0,0.17,0.12,0.17,0.04,5.67
elevare,0.38,0.79,5.67,0.04,5.0,0.42,0.33,0.0,0.17,0.12,0.42,0.04,5.67
elevato,0.29,0.42,4.83,0.04,6.0,0.25,0.33,0.0,0.04,0.04,0.42,0.04,5.33
elevazione,0.38,0.58,5.17,0.04,5.17,0.29,0.46,0.0,0.08,0.04,0.29,0.04,6.17
elezione,0.29,0.58,6.83,0.42,5.67,0.38,0.21,0.0,0.71,0.62,0.38,0.42,3.0
eliminare,0.19,0.42,6.83,0.42,4.33,0.21,0.17,0.0,0.58,0.42,0.21,0.58,3.67
eliminazione,0.12,0.12,7.5,0.08,3.17,0.12,0.12,0.0,0.71,0.46,0.17,0.58,3.5
eloquente,0.25,0.21,4.83,0.0,4.83,0.33,0.17,0.0,0.04,0.25,0.17,0.12,5.33
emanare,0.23,0.17,5.0,0.25,5.0,0.25,0.21,0.0,0.29,0.29,0.08,0.29,5.33
embolia,0.04,0.08,6.5,0.17,1.83,0.08,0.0,0.0,0.83,0.42,0.62,0.58,2.33
emergenza,0.0,0.04,6.17,0.17,4.17,0.0,0.0,0.0,0.71,0.25,0.54,0.46,3.5
emergere,0.47,0.71,6.0,0.04,7.0,0.62,0.33,0.0,0.04,0.04,0.42,0.04,6.33
emettere,0.0,0.0,4.33,0.0,5.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,4.83
emicrania,0.0,0.29,4.17,0.5,4.17,0.0,0.0,0.0,0.42,0.67,0.0,0.58,2.17
emigrante,0.39,0.67,5.67,0.08,6.0,0.71,0.08,0.0,0.38,0.17,0.21,0.58,6.0
emiliano,0.04,0.17,5.0,0.0,5.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,5.0
emissione,0.11,0.25,5.83,0.0,4.83,0.17,0.04,0.0,0.17,0.17,0.12,0.17,4.83
emo,0.02,0.04,4.33,0.0,5.0,0.04,0.0,0.0,0.04,0.08,0.04,0.54,5.0
emotiva,0.35,0.38,3.67,0.17,4.83,0.29,0.42,0.0,0.54,0.58,0.29,0.62,4.33
emotivo,0.65,0.29,6.0,0.25,5.67,0.46,0.83,0.0,0.58,0.67,0.54,0.67,5.67
emozionare,0.56,0.46,5.5,0.21,4.0,0.29,0.83,0.0,0.29,0.42,0.46,0.5,5.67
emozionato,0.69,0.83,7.33,0.21,6.17,0.46,0.92,0.0,0.25,0.21,0.79,0.38,7.33
emozione,0.69,0.21,6.83,0.58,6.0,0.42,0.96,0.0,0.83,0.83,0.54,0.83,6.83
empirico,0.35,0.46,5.33,0.17,5.33,0.29,0.42,0.0,0.04,0.25,0.42,0.25,5.67
encomiabile,0.67,0.75,6.17,0.04,5.0,0.62,0.71,0.0,0.04,0.04,0.54,0.04,7.5
energetico,0.4,0.29,6.5,0.0,6.67,0.33,0.46,0.0,0.0,0.04,0.29,0.0,7.17
energia,0.36,0.33,5.17,0.12,4.67,0.04,0.67,0.0,0.08,0.25,0.29,0.04,5.83
energico,0.48,0.33,6.33,0.0,6.67,0.21,0.75,0.0,0.0,0.08,0.29,0.0,6.67
ennesimo,0.08,0.29,6.0,0.12,4.33,0.08,0.08,0.0,0.12,0.29,0.17,0.29,4.33
